"id","icao24","callsign","origin_country","time_position","last_contact","longitude","latitude","baro_altitude","on_ground","velocity","true_track","vertical_rate","geo_altitude","squawk","spi","position_source","timestamp"
1457,"80164e","AIC2628 ","India","1752745501","1752745501","72.8539","18.3395","10728.96",False,"235.7","1.5","1.3","11407.14",NULL,False,0,"2025-07-17 15:15:11.98193+05:30"
1458,"801663","IGO2521 ","India","1752745482","1752745485","79.1028","27.566","8549.64",False,"222.32","124.54","7.15","9090.66",NULL,False,0,"2025-07-17 15:15:11.98193+05:30"
1459,"801667","AIC388  ","India","1752745502","1752745502","89.9543","20.3552","11887.2",False,"231.51","126.23","0","12664.44","0553",False,0,"2025-07-17 15:15:11.982912+05:30"
1460,"801660","VTZTT   ","India","1752745501","1752745501","74.3247","16.9894","11887.2",False,"222.51","148.81","0.33","12611.1",NULL,False,0,"2025-07-17 15:15:11.983919+05:30"
1461,"80162c","AXB1192 ","India","1752745482","1752745482","80.914","26.7558","10972.8",False,"246.18","296.03","-0.33","11711.94",NULL,False,0,"2025-07-17 15:15:18.869013+05:30"
1462,"801641","AXB1142 ","India","1752745502","1752745508","88.2257","26.5355","11277.6",False,"236.63","30.58","0","12062.46","0533",False,0,"2025-07-17 15:15:18.898465+05:30"
1463,"801653","GOA5502 ","India","1752745140","1752745208","77.5873","13.2596","1828.8",False,"80.22","302.16","4.88","1889.76",NULL,False,0,"2025-07-17 15:15:18.900646+05:30"
1464,"80160a","IGO639P ","India","1752745510","1752745510","74.1757","16.7721","9913.62",False,"220.25","154.99","-5.2","10515.6",NULL,False,0,"2025-07-17 15:15:18.901725+05:30"
1465,"801616","IGO53AE ","India","1752745509","1752745509","73.005","20.677","10835.64",False,"229.12","355.49","6.5","11529.06",NULL,False,0,"2025-07-17 15:15:18.903728+05:30"
1466,"801623","AXB1214 ","India","1752745438","1752745497","73.1108","16.5867","7414.26",False,"216.96","330.76","7.48","7833.36",NULL,False,0,"2025-07-17 15:15:18.904713+05:30"
1467,"80160d","AXB2738 ","India","1752745268","1752745269","77.7621","13.1891","1143",False,"67.92","271.3","-3.58","1043.94",NULL,False,0,"2025-07-17 15:15:18.906726+05:30"
1468,"80161c","AXB343  ","India","1752745406","1752745406","75.1009","12.1211","7917.18",False,"226.56","312.05","5.85","8321.04",NULL,False,0,"2025-07-17 15:15:18.907701+05:30"
1469,"80161a","IGO5201 ","India","1752745504","1752745509","72.8535","19.0909",NULL,True,"0","90",NULL,NULL,NULL,False,0,"2025-07-17 15:15:18.909642+05:30"
1470,"801627","AXB1153 ","India","1752745510","1752745510","76.7728","28.635","1554.48",False,"91.05","137.75","-3.25","1501.14",NULL,False,0,"2025-07-17 15:15:18.910673+05:30"
1471,"801632","AKJ156C ","India","1752745510","1752745511","87.1671","22.9457","6400.8",False,"180.71","92.28","0","6728.46","0337",False,0,"2025-07-17 15:15:18.911642+05:30"
1472,"80161d","AKJ136V ","India","1752745510","1752745510","77.2322","14.3172","8054.34",False,"219.25","333.37","6.83","8450.58",NULL,False,0,"2025-07-17 15:15:18.914603+05:30"
1473,"801685","AXB1596 ","India","1752745510","1752745510","87.6176","22.9482","6103.62",False,"218.23","284.33","-0.33","6408.42","1361",False,0,"2025-07-17 15:15:18.9156+05:30"
1474,"80167f","AIC2465 ","India","1752745355","1752745375","77.0349","26.8386","9669.78",False,"220.99","182.94","4.23","10332.72",NULL,False,0,"2025-07-17 15:15:18.917639+05:30"
1475,"801699","AXB1574 ","India","1752745481","1752745490","78.1274","13.7295","6301.74",False,"188.77","56.79","3.25","6576.06",NULL,False,0,"2025-07-17 15:15:18.918654+05:30"
1476,"80164b","IGO1154 ","India","1752745510","1752745511","77.7448","28.6793","5448.3",False,"177.49","288.59","-5.2","5699.76",NULL,False,0,"2025-07-17 15:15:18.919645+05:30"
1477,"80164e","AIC2628 ","India","1752745510","1752745510","72.8544","18.3574","10744.2",False,"236.21","1.5","2.93","11414.76",NULL,False,0,"2025-07-17 15:15:18.921652+05:30"
1478,"801663","IGO2521 ","India","1752745482","1752745485","79.1028","27.566","8549.64",False,"222.32","124.54","7.15","9090.66",NULL,False,0,"2025-07-17 15:15:18.92265+05:30"
1479,"801667","AIC388  ","India","1752745510","1752745510","89.969","20.3451","11887.2",False,"231.51","126.23","0","12664.44","0553",False,0,"2025-07-17 15:15:18.924636+05:30"
1480,"801660","VTZTT   ","India","1752745510","1752745510","74.3343","16.9741","11887.2",False,"222.34","148.63","0","12611.1",NULL,False,0,"2025-07-17 15:15:18.925645+05:30"
1481,"80162c","AXB1192 ","India","1752745482","1752745482","80.914","26.7558","10972.8",False,"246.18","296.03","-0.33","11711.94",NULL,False,0,"2025-07-17 15:15:24.029183+05:30"
1482,"801641","AXB1142 ","India","1752745521","1752745521","88.2486","26.5702","11277.6",False,"237.15","30.79","-0.33","12062.46","0533",False,0,"2025-07-17 15:15:24.051859+05:30"
1483,"801653","GOA5502 ","India","1752745140","1752745208","77.5873","13.2596","1828.8",False,"80.22","302.16","4.88","1889.76",NULL,False,0,"2025-07-17 15:15:24.053933+05:30"
1484,"80160a","IGO639P ","India","1752745521","1752745521","74.1856","16.7518","9852.66",False,"220.47","154.87","-4.88","10454.64",NULL,False,0,"2025-07-17 15:15:24.054927+05:30"
1485,"801616","IGO53AE ","India","1752745519","1752745519","73.0032","20.6979","10904.22",False,"229.12","355.49","6.5","11529.06",NULL,False,0,"2025-07-17 15:15:24.062478+05:30"
1486,"801623","AXB1214 ","India","1752745515","1752745515","73.035","16.7178","8001",False,"217.41","330.83","6.83","8420.1",NULL,False,0,"2025-07-17 15:15:24.11523+05:30"
1487,"80160d","AXB2738 ","India","1752745268","1752745269","77.7621","13.1891","1143",False,"67.92","271.3","-3.58","1043.94",NULL,False,0,"2025-07-17 15:15:24.116221+05:30"
1488,"80161c","AXB343  ","India","1752745406","1752745406","75.1009","12.1211","7917.18",False,"226.56","312.05","5.85","8321.04",NULL,False,0,"2025-07-17 15:15:24.11722+05:30"
1489,"80161a","IGO5201 ","India","1752745504","1752745509","72.8535","19.0909",NULL,True,"0","90",NULL,NULL,NULL,False,0,"2025-07-17 15:15:24.11722+05:30"
1490,"801627","AXB1153 ","India","1752745521","1752745521","76.7798","28.6282","1508.76",False,"92.5","137.7","-3.58","1455.42",NULL,False,0,"2025-07-17 15:15:24.119225+05:30"
1491,"801632","AKJ156C ","India","1752745522","1752745522","87.188","22.9449","6400.8",False,"180.71","92.28","0","6728.46","0337",False,0,"2025-07-17 15:15:24.120249+05:30"
1492,"80161d","AKJ136V ","India","1752745521","1752745521","77.2224","14.3362","8122.92",False,"219.71","333.43","6.5","8542.02",NULL,False,0,"2025-07-17 15:15:24.12124+05:30"
1493,"801685","AXB1596 ","India","1752745521","1752745521","87.5948","22.9536","6096",False,"218.1","284.2","0","6400.8","1361",False,0,"2025-07-17 15:15:24.122222+05:30"
1494,"80167f","AIC2465 ","India","1752745355","1752745375","77.0349","26.8386","9669.78",False,"220.99","182.94","4.23","10332.72",NULL,False,0,"2025-07-17 15:15:24.122222+05:30"
1495,"801699","AXB1574 ","India","1752745481","1752745490","78.1274","13.7295","6301.74",False,"188.77","56.79","3.25","6576.06",NULL,False,0,"2025-07-17 15:15:24.123232+05:30"
1496,"80164b","IGO1154 ","India","1752745521","1752745521","77.7268","28.6847","5394.96",False,"174.72","288.54","-6.18","5638.8",NULL,False,0,"2025-07-17 15:15:24.124251+05:30"
1497,"80164e","AIC2628 ","India","1752745521","1752745521","72.8551","18.3819","10797.54",False,"235.7","1.5","5.53","11468.1",NULL,False,0,"2025-07-17 15:15:24.125237+05:30"
1498,"801663","IGO2521 ","India","1752745482","1752745485","79.1028","27.566","8549.64",False,"222.32","124.54","7.15","9090.66",NULL,False,0,"2025-07-17 15:15:24.126237+05:30"
1499,"801667","AIC388  ","India","1752745521","1752745521","89.9893","20.3311","11887.2",False,"231.93","126.16","0.33","12664.44","0553",False,0,"2025-07-17 15:15:24.127477+05:30"
1500,"801660","VTZTT   ","India","1752745521","1752745521","74.3465","16.9548","11887.2",False,"221.63","148.67","-0.33","12611.1",NULL,False,0,"2025-07-17 15:15:24.127477+05:30"
1501,"80162c","AXB1192 ","India","1752745482","1752745482","80.914","26.7558","10972.8",False,"246.18","296.03","-0.33","11711.94",NULL,False,0,"2025-07-17 15:15:30.886356+05:30"
1502,"801641","AXB1142 ","India","1752745521","1752745521","88.2486","26.5702","11277.6",False,"237.15","30.79","-0.33","12062.46","0533",False,0,"2025-07-17 15:15:30.909589+05:30"
1503,"801653","GOA5502 ","India","1752745140","1752745208","77.5873","13.2596","1828.8",False,"80.22","302.16","4.88","1889.76",NULL,False,0,"2025-07-17 15:15:30.911481+05:30"
1504,"80160a","IGO639P ","India","1752745521","1752745521","74.1856","16.7518","9852.66",False,"220.47","154.87","-4.88","10454.64",NULL,False,0,"2025-07-17 15:15:30.912481+05:30"
1505,"801616","IGO53AE ","India","1752745519","1752745519","73.0032","20.6979","10904.22",False,"229.12","355.49","6.5","11529.06",NULL,False,0,"2025-07-17 15:15:30.913481+05:30"
1506,"801623","AXB1214 ","India","1752745515","1752745515","73.035","16.7178","8001",False,"217.41","330.83","6.83","8420.1",NULL,False,0,"2025-07-17 15:15:30.915481+05:30"
1507,"80160d","AXB2738 ","India","1752745268","1752745269","77.7621","13.1891","1143",False,"67.92","271.3","-3.58","1043.94",NULL,False,0,"2025-07-17 15:15:30.919536+05:30"
1508,"80161c","AXB343  ","India","1752745406","1752745406","75.1009","12.1211","7917.18",False,"226.56","312.05","5.85","8321.04",NULL,False,0,"2025-07-17 15:15:30.920481+05:30"
1509,"80161a","IGO5201 ","India","1752745504","1752745509","72.8535","19.0909",NULL,True,"0","90",NULL,NULL,NULL,False,0,"2025-07-17 15:15:30.921993+05:30"
1510,"801627","AXB1153 ","India","1752745521","1752745521","76.7798","28.6282","1508.76",False,"92.5","137.7","-3.58","1455.42",NULL,False,0,"2025-07-17 15:15:30.921993+05:30"
1511,"801632","AKJ156C ","India","1752745522","1752745522","87.188","22.9449","6400.8",False,"180.71","92.28","0","6728.46","0337",False,0,"2025-07-17 15:15:30.923291+05:30"
1512,"80161d","AKJ136V ","India","1752745521","1752745521","77.2224","14.3362","8122.92",False,"219.71","333.43","6.5","8542.02",NULL,False,0,"2025-07-17 15:15:30.924291+05:30"
1513,"801685","AXB1596 ","India","1752745521","1752745521","87.5948","22.9536","6096",False,"218.1","284.2","0","6400.8","1361",False,0,"2025-07-17 15:15:30.925322+05:30"
1514,"80167f","AIC2465 ","India","1752745355","1752745375","77.0349","26.8386","9669.78",False,"220.99","182.94","4.23","10332.72",NULL,False,0,"2025-07-17 15:15:30.927288+05:30"
1515,"801699","AXB1574 ","India","1752745481","1752745490","78.1274","13.7295","6301.74",False,"188.77","56.79","3.25","6576.06",NULL,False,0,"2025-07-17 15:15:30.92829+05:30"
1516,"80164b","IGO1154 ","India","1752745521","1752745521","77.7268","28.6847","5394.96",False,"174.72","288.54","-6.18","5638.8",NULL,False,0,"2025-07-17 15:15:30.929344+05:30"
1517,"80164e","AIC2628 ","India","1752745521","1752745521","72.8551","18.3819","10797.54",False,"235.7","1.5","5.53","11468.1",NULL,False,0,"2025-07-17 15:15:30.930292+05:30"
1518,"801663","IGO2521 ","India","1752745482","1752745485","79.1028","27.566","8549.64",False,"222.32","124.54","7.15","9090.66",NULL,False,0,"2025-07-17 15:15:30.931288+05:30"
1519,"801667","AIC388  ","India","1752745521","1752745521","89.9893","20.3311","11887.2",False,"231.93","126.16","0.33","12664.44","0553",False,0,"2025-07-17 15:15:30.93229+05:30"
1520,"801660","VTZTT   ","India","1752745521","1752745521","74.3465","16.9548","11887.2",False,"221.63","148.67","-0.33","12611.1",NULL,False,0,"2025-07-17 15:15:30.934291+05:30"
1521,"80162c","AXB1192 ","India","1752745482","1752745482","80.914","26.7558","10972.8",False,"246.18","296.03","-0.33","11711.94",NULL,False,0,"2025-07-17 15:15:36.311636+05:30"
1522,"801641","AXB1142 ","India","1752745521","1752745523","88.2486","26.5702","11277.6",False,"237.15","30.79","-0.33","12062.46","0533",False,0,"2025-07-17 15:15:36.332369+05:30"
1523,"80160a","IGO639P ","India","1752745532","1752745532","74.1948","16.733","9806.94",False,"221.16","154.81","-4.88","10401.3",NULL,False,0,"2025-07-17 15:15:36.334165+05:30"
1524,"801616","IGO53AE ","India","1752745519","1752745528","73.0032","20.6979","10904.22",False,"227.58","355.46","4.88","11635.74",NULL,False,0,"2025-07-17 15:15:36.334165+05:30"
1525,"801623","AXB1214 ","India","1752745515","1752745523","73.035","16.7178","8001",False,"218.11","330.77","7.48","8427.72",NULL,False,0,"2025-07-17 15:15:36.335429+05:30"
1526,"80160d","AXB2738 ","India","1752745268","1752745269","77.7621","13.1891","1143",False,"67.92","271.3","-3.58","1043.94",NULL,False,0,"2025-07-17 15:15:36.33644+05:30"
1527,"80161c","AXB343  ","India","1752745406","1752745406","75.1009","12.1211","7917.18",False,"226.56","312.05","5.85","8321.04",NULL,False,0,"2025-07-17 15:15:36.337435+05:30"
1528,"80161a","IGO5201 ","India","1752745504","1752745509","72.8535","19.0909",NULL,True,"0","90",NULL,NULL,NULL,False,0,"2025-07-17 15:15:36.338438+05:30"
1529,"801627","AXB1153 ","India","1752745531","1752745531","76.7862","28.622","1470.66",False,"92.5","137.7","-3.9","1424.94",NULL,False,0,"2025-07-17 15:15:36.33944+05:30"
1530,"801632","AKJ156C ","India","1752745532","1752745532","87.2053","22.9443","6400.8",False,"181.23","92.28","-0.33","6728.46","0337",False,0,"2025-07-17 15:15:36.33944+05:30"
1531,"80161d","AKJ136V ","India","1752745529","1752745530","77.2148","14.3511","8168.64",False,"220.17","333.49","5.85","8587.74",NULL,False,0,"2025-07-17 15:15:36.340443+05:30"
1532,"801685","AXB1596 ","India","1752745531","1752745531","87.5744","22.9584","6096",False,"217.97","284.07","0","6400.8","1361",False,0,"2025-07-17 15:15:36.341445+05:30"
1533,"80167f","AIC2465 ","India","1752745355","1752745375","77.0349","26.8386","9669.78",False,"220.99","182.94","4.23","10332.72",NULL,False,0,"2025-07-17 15:15:36.342431+05:30"
1534,"801699","AXB1574 ","India","1752745528","1752745529","78.1969","13.7739","6454.14",False,"195.91","56.89","2.28","6736.08",NULL,False,0,"2025-07-17 15:15:36.343437+05:30"
1535,"80164b","IGO1154 ","India","1752745531","1752745532","77.7093","28.6898","5318.76",False,"173.09","288.54","-8.13","5562.6",NULL,False,0,"2025-07-17 15:15:36.344429+05:30"
1536,"80164e","AIC2628 ","India","1752745531","1752745531","72.8556","18.4028","10850.88",False,"234.67","1.51","4.88","11536.68",NULL,False,0,"2025-07-17 15:15:36.345444+05:30"
1537,"801663","IGO2521 ","India","1752745482","1752745485","79.1028","27.566","8549.64",False,"222.32","124.54","7.15","9090.66",NULL,False,0,"2025-07-17 15:15:36.346435+05:30"
1538,"801667","AIC388  ","India","1752745531","1752745531","90.0071","20.3187","11887.2",False,"232.23","126.26","0","12664.44","0553",False,0,"2025-07-17 15:15:36.347436+05:30"
1539,"801660","VTZTT   ","India","1752745531","1752745532","74.3573","16.9377","11887.2",False,"221.63","148.67","-0.98","12611.1",NULL,False,0,"2025-07-17 15:15:36.348445+05:30"
1540,"80165a","AIC2504 ","India","1752745531","1752745531","76.607","11.928","7917.18",False,"209.6","333.94","6.83","8321.04",NULL,False,0,"2025-07-17 15:15:36.349376+05:30"
1541,"80162c","AXB1192 ","India","1752745482","1752745482","80.914","26.7558","10972.8",False,"246.18","296.03","-0.33","11711.94",NULL,False,0,"2025-07-17 15:15:42.88136+05:30"
1542,"801641","AXB1142 ","India","1752745521","1752745523","88.2486","26.5702","11277.6",False,"237.15","30.79","-0.33","12062.46","0533",False,0,"2025-07-17 15:15:42.88424+05:30"
1543,"80160a","IGO639P ","India","1752745532","1752745532","74.1948","16.733","9806.94",False,"221.16","154.81","-4.88","10401.3",NULL,False,0,"2025-07-17 15:15:42.885239+05:30"
1544,"801616","IGO53AE ","India","1752745519","1752745528","73.0032","20.6979","10904.22",False,"227.58","355.46","4.88","11635.74",NULL,False,0,"2025-07-17 15:15:42.886239+05:30"
1545,"801623","AXB1214 ","India","1752745515","1752745523","73.035","16.7178","8001",False,"218.11","330.77","7.48","8427.72",NULL,False,0,"2025-07-17 15:15:42.88724+05:30"
1546,"80160d","AXB2738 ","India","1752745268","1752745269","77.7621","13.1891","1143",False,"67.92","271.3","-3.58","1043.94",NULL,False,0,"2025-07-17 15:15:42.888238+05:30"
1547,"80161c","AXB343  ","India","1752745406","1752745406","75.1009","12.1211","7917.18",False,"226.56","312.05","5.85","8321.04",NULL,False,0,"2025-07-17 15:15:42.889237+05:30"
1548,"80161a","IGO5201 ","India","1752745504","1752745509","72.8535","19.0909",NULL,True,"0","90",NULL,NULL,NULL,False,0,"2025-07-17 15:15:42.889237+05:30"
1549,"801627","AXB1153 ","India","1752745531","1752745531","76.7862","28.622","1470.66",False,"92.5","137.7","-3.9","1424.94",NULL,False,0,"2025-07-17 15:15:42.890253+05:30"
1550,"801632","AKJ156C ","India","1752745532","1752745532","87.2053","22.9443","6400.8",False,"181.23","92.28","-0.33","6728.46","0337",False,0,"2025-07-17 15:15:42.891238+05:30"
1551,"80161d","AKJ136V ","India","1752745529","1752745530","77.2148","14.3511","8168.64",False,"220.17","333.49","5.85","8587.74",NULL,False,0,"2025-07-17 15:15:42.891238+05:30"
1552,"801685","AXB1596 ","India","1752745531","1752745531","87.5744","22.9584","6096",False,"217.97","284.07","0","6400.8","1361",False,0,"2025-07-17 15:15:42.892237+05:30"
1553,"80167f","AIC2465 ","India","1752745355","1752745375","77.0349","26.8386","9669.78",False,"220.99","182.94","4.23","10332.72",NULL,False,0,"2025-07-17 15:15:42.893237+05:30"
1554,"801699","AXB1574 ","India","1752745528","1752745529","78.1969","13.7739","6454.14",False,"195.91","56.89","2.28","6736.08",NULL,False,0,"2025-07-17 15:15:42.893237+05:30"
1555,"80164b","IGO1154 ","India","1752745531","1752745532","77.7093","28.6898","5318.76",False,"173.09","288.54","-8.13","5562.6",NULL,False,0,"2025-07-17 15:15:42.894237+05:30"
1556,"80164e","AIC2628 ","India","1752745531","1752745531","72.8556","18.4028","10850.88",False,"234.67","1.51","4.88","11536.68",NULL,False,0,"2025-07-17 15:15:42.895027+05:30"
1557,"801663","IGO2521 ","India","1752745482","1752745485","79.1028","27.566","8549.64",False,"222.32","124.54","7.15","9090.66",NULL,False,0,"2025-07-17 15:15:42.896004+05:30"
1558,"801667","AIC388  ","India","1752745531","1752745531","90.0071","20.3187","11887.2",False,"232.23","126.26","0","12664.44","0553",False,0,"2025-07-17 15:15:42.900114+05:30"
1559,"801660","VTZTT   ","India","1752745531","1752745532","74.3573","16.9377","11887.2",False,"221.63","148.67","-0.98","12611.1",NULL,False,0,"2025-07-17 15:15:42.900114+05:30"
1560,"80165a","AIC2504 ","India","1752745531","1752745531","76.607","11.928","7917.18",False,"209.6","333.94","6.83","8321.04",NULL,False,0,"2025-07-17 15:15:42.902112+05:30"
1561,"80162c","AXB1192 ","India","1752745482","1752745482","80.914","26.7558","10972.8",False,"246.18","296.03","-0.33","11711.94",NULL,False,0,"2025-07-17 15:15:48.408431+05:30"
1562,"801641","AXB1142 ","India","1752745521","1752745523","88.2486","26.5702","11277.6",False,"237.15","30.79","-0.33","12062.46","0533",False,0,"2025-07-17 15:15:48.423569+05:30"
1563,"80160a","IGO639P ","India","1752745533","1752745533","74.1956","16.7314","9799.32",False,"221.16","154.81","-4.88","10393.68",NULL,False,0,"2025-07-17 15:15:48.425748+05:30"
1564,"801616","IGO53AE ","India","1752745519","1752745528","73.0032","20.6979","10904.22",False,"227.58","355.46","4.88","11635.74",NULL,False,0,"2025-07-17 15:15:48.427775+05:30"
1565,"801623","AXB1214 ","India","1752745532","1752745532","73.0181","16.7469","8122.92",False,"218.11","330.77","7.15","8442.96",NULL,False,0,"2025-07-17 15:15:48.429774+05:30"
1566,"80160d","AXB2738 ","India","1752745268","1752745269","77.7621","13.1891","1143",False,"67.92","271.3","-3.58","1043.94",NULL,False,0,"2025-07-17 15:15:48.430775+05:30"
1567,"80161c","AXB343  ","India","1752745406","1752745406","75.1009","12.1211","7917.18",False,"226.56","312.05","5.85","8321.04",NULL,False,0,"2025-07-17 15:15:48.432796+05:30"
1568,"80161a","IGO5201 ","India","1752745504","1752745509","72.8535","19.0909",NULL,True,"0","90",NULL,NULL,NULL,False,0,"2025-07-17 15:15:48.434876+05:30"
1569,"801627","AXB1153 ","India","1752745532","1752745532","76.7869","28.6213","1470.66",False,"92.5","137.7","-3.58","1409.7",NULL,False,0,"2025-07-17 15:15:48.436824+05:30"
1570,"801632","AKJ156C ","India","1752745533","1752745533","87.2076","22.9443","6400.8",False,"181.23","92.28","-0.33","6728.46","0337",False,0,"2025-07-17 15:15:48.437847+05:30"
1571,"80161d","AKJ136V ","India","1752745529","1752745531","77.2148","14.3511","8168.64",False,"220.17","333.49","6.18","8587.74",NULL,False,0,"2025-07-17 15:15:48.440774+05:30"
1572,"801685","AXB1596 ","India","1752745532","1752745532","87.5723","22.9588","6096",False,"217.97","284.07","0","6400.8","1361",False,0,"2025-07-17 15:15:48.442429+05:30"
1573,"80167f","AIC2465 ","India","1752745355","1752745375","77.0349","26.8386","9669.78",False,"220.99","182.94","4.23","10332.72",NULL,False,0,"2025-07-17 15:15:48.443498+05:30"
1574,"801699","AXB1574 ","India","1752745528","1752745529","78.1969","13.7739","6454.14",False,"195.91","56.89","2.28","6736.08",NULL,False,0,"2025-07-17 15:15:48.445451+05:30"
1575,"80164b","IGO1154 ","India","1752745531","1752745533","77.7093","28.6898","5318.76",False,"173.09","288.54","-8.13","5554.98",NULL,False,0,"2025-07-17 15:15:48.447593+05:30"
1576,"80164e","AIC2628 ","India","1752745532","1752745532","72.8557","18.405","10850.88",False,"234.67","1.51","4.88","11536.68",NULL,False,0,"2025-07-17 15:15:48.448496+05:30"
1577,"801663","IGO2521 ","India","1752745482","1752745485","79.1028","27.566","8549.64",False,"222.32","124.54","7.15","9090.66",NULL,False,0,"2025-07-17 15:15:48.450501+05:30"
1578,"801667","AIC388  ","India","1752745532","1752745532","90.0086","20.3177","11887.2",False,"232.23","126.26","0","12664.44","0553",False,0,"2025-07-17 15:15:48.45145+05:30"
1579,"801660","VTZTT   ","India","1752745533","1752745533","74.3589","16.9352","11887.2",False,"221.63","148.67","-0.65","12611.1",NULL,False,0,"2025-07-17 15:15:48.453555+05:30"
1580,"80165a","AIC2504 ","India","1752745532","1752745532","76.6062","11.9297","7924.8",False,"210.06","334","7.15","8328.66",NULL,False,0,"2025-07-17 15:15:48.454495+05:30"
1581,"80162c","AXB1192 ","India","1752745482","1752745482","80.914","26.7558","10972.8",False,"246.18","296.03","-0.33","11711.94",NULL,False,0,"2025-07-17 15:15:55.587707+05:30"
1582,"801641","AXB1142 ","India","1752745545","1752745545","88.2777","26.6142","11277.6",False,"237.07","30.52","0.33","12062.46","0533",False,0,"2025-07-17 15:15:55.635651+05:30"
1583,"80160a","IGO639P ","India","1752745545","1752745545","74.2064","16.7092","9738.36",False,"220.01","154.81","-5.53","10325.1",NULL,False,0,"2025-07-17 15:15:55.637139+05:30"
1584,"801616","IGO53AE ","India","1752745519","1752745528","73.0032","20.6979","10904.22",False,"227.58","355.46","4.88","11635.74",NULL,False,0,"2025-07-17 15:15:55.63807+05:30"
1585,"801623","AXB1214 ","India","1752745534","1752745534","73.0163","16.7501","8138.16",False,"218.11","330.77","7.15","8442.96",NULL,False,0,"2025-07-17 15:15:55.63907+05:30"
1586,"80160d","AXB2738 ","India","1752745268","1752745269","77.7621","13.1891","1143",False,"67.92","271.3","-3.58","1043.94",NULL,False,0,"2025-07-17 15:15:55.641126+05:30"
1587,"80161c","AXB343  ","India","1752745406","1752745406","75.1009","12.1211","7917.18",False,"226.56","312.05","5.85","8321.04",NULL,False,0,"2025-07-17 15:15:55.642077+05:30"
1588,"80161a","IGO5201 ","India","1752745504","1752745509","72.8535","19.0909",NULL,True,"0","90",NULL,NULL,NULL,False,0,"2025-07-17 15:15:55.643119+05:30"
1589,"801627","AXB1153 ","India","1752745537","1752745542","76.7902","28.6181","1447.8",False,"92.5","137.7","-3.58","1386.84",NULL,False,0,"2025-07-17 15:15:55.643119+05:30"
1590,"801632","AKJ156C ","India","1752745545","1752745545","87.2293","22.9434","6400.8",False,"181.25","92.44","-0.33","6728.46","0337",False,0,"2025-07-17 15:15:55.644115+05:30"
1591,"80161d","AKJ136V ","India","1752745545","1752745545","77.2005","14.3789","8275.32",False,"220.86","333.43","7.15","8709.66",NULL,False,0,"2025-07-17 15:15:55.645073+05:30"
1592,"801685","AXB1596 ","India","1752745545","1752745545","87.546","22.965","6096",False,"218.1","284.2","0","6400.8","1361",False,0,"2025-07-17 15:15:55.646074+05:30"
1593,"80167f","AIC2465 ","India","1752745355","1752745375","77.0349","26.8386","9669.78",False,"220.99","182.94","4.23","10332.72",NULL,False,0,"2025-07-17 15:15:55.647211+05:30"
1594,"801699","AXB1574 ","India","1752745528","1752745543","78.1969","13.7739","6454.14",False,"197.77","56.89","4.23","6736.08",NULL,False,0,"2025-07-17 15:15:55.648086+05:30"
1595,"80164b","IGO1154 ","India","1752745545","1752745546","77.686","28.6967","5196.84",False,"172.44","288.43","-10.08","5425.44",NULL,False,0,"2025-07-17 15:15:55.648541+05:30"
1596,"80164e","AIC2628 ","India","1752745545","1752745545","72.8565","18.4323","10904.22",False,"234.17","1.64","3.9","11590.02",NULL,False,0,"2025-07-17 15:15:55.648541+05:30"
1597,"801663","IGO2521 ","India","1752745482","1752745485","79.1028","27.566","8549.64",False,"222.32","124.54","7.15","9090.66",NULL,False,0,"2025-07-17 15:15:55.649607+05:30"
1598,"801667","AIC388  ","India","1752745545","1752745546","90.0323","20.3014","11894.82",False,"232.23","126.26","0","12672.06","0553",False,0,"2025-07-17 15:15:55.65056+05:30"
1599,"801660","VTZTT   ","India","1752745545","1752745545","74.3725","16.9136","11879.58",False,"221.19","148.6","0.33","12603.48",NULL,False,0,"2025-07-17 15:15:55.651723+05:30"
1600,"80165a","AIC2504 ","India","1752745545","1752745545","76.5952","11.9519","8016.24",False,"210.52","334.06","6.5","8435.34",NULL,False,0,"2025-07-17 15:15:55.653009+05:30"
1601,"80162c","AXB1192 ","India","1752745482","1752745482","80.914","26.7558","10972.8",False,"246.18","296.03","-0.33","11711.94",NULL,False,0,"2025-07-17 15:16:00.478997+05:30"
1602,"801641","AXB1142 ","India","1752745545","1752745548","88.2777","26.6142","11277.6",False,"237.07","30.52","0.33","12062.46","0533",False,0,"2025-07-17 15:16:00.548987+05:30"
1603,"80160a","IGO639P ","India","1752745556","1752745556","74.216","16.6895","9677.4",False,"219.54","154.76","-5.2","10271.76",NULL,False,0,"2025-07-17 15:16:00.549875+05:30"
1604,"801616","IGO53AE ","India","1752745519","1752745528","73.0032","20.6979","10904.22",False,"227.58","355.46","4.88","11635.74",NULL,False,0,"2025-07-17 15:16:00.550873+05:30"
1605,"801623","AXB1214 ","India","1752745534","1752745534","73.0163","16.7501","8138.16",False,"218.11","330.77","7.15","8442.96",NULL,False,0,"2025-07-17 15:16:00.551874+05:30"
1606,"80160d","AXB2738 ","India","1752745268","1752745269","77.7621","13.1891","1143",False,"67.92","271.3","-3.58","1043.94",NULL,False,0,"2025-07-17 15:16:00.552876+05:30"
1607,"80161c","AXB343  ","India","1752745406","1752745406","75.1009","12.1211","7917.18",False,"226.56","312.05","5.85","8321.04",NULL,False,0,"2025-07-17 15:16:00.55389+05:30"
1608,"80161a","IGO5201 ","India","1752745504","1752745509","72.8535","19.0909",NULL,True,"0","90",NULL,NULL,NULL,False,0,"2025-07-17 15:16:00.55389+05:30"
